Correct Word,Number of Guesses,1st Guess,2nd Guess,3rd Guess,4th Guess,5th Guess,6th Guess
briny,3,salet,rugby,briny,,,
daily,6,salet,carol,laugh,manly,badly,daily
focal,6,salet,modal,royal,zonal,vocal,focal
joint,4,salet,grout,vomit,joint,,
avian,4,salet,wharf,vodka,avian,,
beret,5,salet,unmet,rivet,greet,beret,
fatal,2,salet,fatal,,,,
islet,2,salet,islet,,,,
brink,4,salet,rugby,birch,brink,,
noose,6,salet,fresh,mouse,poise,goose,noose
fetal,3,salet,petal,fetal,,,
angst,3,salet,ascot,angst,,,
smirk,4,salet,scion,shirk,smirk,,
breed,3,salet,pried,breed,,,
crack,False,salet,wharf,braid,cramp,crazy,crank
pouch,4,salet,rugby,chunk,pouch,,
clock,5,salet,fluid,glyph,block,clock,
furor,5,salet,rugby,curio,juror,furor,
merit,5,salet,inept,debit,refit,merit,
annex,4,salet,aider,abbey,annex,,
excel,3,salet,ulcer,excel,,,
berth,3,salet,write,berth,,,
floss,3,salet,locus,floss,,,
jazzy,6,salet,bacon,fairy,gaudy,happy,jazzy
chill,5,salet,fluid,imply,chili,chill,
brick,4,salet,rugby,birch,brick,,
clamp,4,salet,modal,qualm,clamp,,
birth,3,salet,throb,birth,,,
shove,3,salet,scone,shove,,,
chose,4,salet,fresh,whose,chose,,
drool,4,salet,fluid,godly,drool,,
inane,4,salet,abide,image,inane,,
fetid,4,salet,write,tepid,fetid,,
brute,3,salet,write,brute,,,
issue,4,salet,fresh,pesky,issue,,
ester,2,salet,ester,,,,
fleet,2,salet,fleet,,,,
blank,5,salet,modal,align,flank,blank,
abyss,4,salet,gnash,amiss,abyss,,
blurb,4,salet,fluid,plumb,blurb,,
utter,3,salet,often,utter,,,
grime,5,salet,weigh,eying,gripe,grime,
leech,4,salet,lodge,lemur,leech,,
fraud,3,salet,wharf,fraud,,,
lunge,3,salet,lodge,lunge,,,
arise,4,salet,usage,arose,arise,,
local,False,salet,modal,royal,zonal,vocal,focal
carve,3,salet,range,carve,,,
arose,3,salet,usage,arose,,,
mania,4,salet,bacon,mangy,mania,,
alone,3,salet,whale,alone,,,
grail,5,salet,modal,quail,frail,grail,
hitch,False,salet,throb,itchy,pitch,ditch,witch
gazer,5,salet,baker,payer,gamer,gazer,
mount,5,salet,grout,doubt,count,mount,
mange,3,salet,range,mange,,,
idiot,4,salet,grout,vomit,idiot,,
boney,3,salet,pried,boney,,,
mamma,6,salet,bacon,fairy,madam,magma,mamma
amend,3,salet,abide,amend,,,
alarm,5,salet,modal,qualm,claim,alarm,
forgo,4,salet,rugby,wrong,forgo,,
polyp,5,salet,gulch,milky,nylon,polyp,
beech,4,salet,weigh,bench,beech,,
belle,3,salet,bilge,belle,,,
bribe,5,salet,weigh,opine,bride,bribe,
aloof,5,salet,modal,viola,along,aloof,
lathe,3,salet,table,lathe,,,
banjo,3,salet,bacon,banjo,,,
bathe,3,salet,haute,bathe,,,
loyal,4,salet,modal,royal,loyal,,
lyric,4,salet,fluid,broil,lyric,,
drier,3,salet,pried,drier,,,
bleat,4,salet,alert,pleat,bleat,,
limit,4,salet,flout,light,limit,,
spend,3,salet,scone,spend,,,
corny,5,salet,rugby,irony,horny,corny,
basis,5,salet,mason,raspy,basic,basis,
boozy,4,salet,rugby,biddy,boozy,,
fibre,5,salet,weigh,movie,pique,fibre,
lynch,4,salet,fluid,prowl,lynch,,
bunny,4,salet,rugby,buddy,bunny,,
belch,4,salet,bilge,below,belch,,
hippo,4,salet,rugby,finch,hippo,,
badge,3,salet,range,badge,,,
pouch,5,salet,rugby,chunk,vouch,pouch,
borne,5,salet,weigh,ombre,probe,borne,
mince,4,salet,weigh,movie,mince,,
crimp,4,salet,rugby,primo,crimp,,
cinch,6,salet,rugby,finch,winch,pinch,cinch
abate,5,salet,atone,acute,agate,abate,
pecan,5,salet,abide,hyena,vegan,pecan,
fetal,3,salet,petal,fetal,,,
bully,4,salet,gulch,bulky,bully,,
gaily,4,salet,carol,laugh,gaily,,
evict,4,salet,inept,debit,evict,,
stilt,3,salet,spilt,stilt,,,
aphid,4,salet,wharf,mocha,aphid,,
smote,3,salet,suite,smote,,,
junto,3,salet,throb,junto,,,
lunch,5,salet,fluid,lumpy,lurch,lunch,
gauze,4,salet,range,vague,gauze,,
filer,5,salet,golem,ruler,idler,filer,
drool,4,salet,fluid,godly,drool,,
ranch,3,salet,bacon,ranch,,,
crave,6,salet,abide,chafe,craze,crane,crave
still,3,salet,sloth,still,,,
folio,4,salet,gulch,milky,folio,,
lathe,3,salet,table,lathe,,,
belly,5,salet,bilge,below,belch,belly,
comic,4,salet,rugby,finch,comic,,
gloss,4,salet,locus,floss,gloss,,
duchy,4,salet,rugby,hunky,duchy,,
duchy,4,salet,rugby,hunky,duchy,,
delay,3,salet,relax,delay,,,
cloud,3,salet,fluid,cloud,,,
medic,4,salet,weigh,denim,medic,,
ether,4,salet,often,threw,ether,,
